DM_max_cosSim,DM_mean_cosSim,DBOW_max_cosSim,DBOW_mean_cosSim,DM_DBOW_max_cosSim,DM_DBOW_mean_cosSim,Annotation
0.10901,0.09421,0.7058,0.53719,0.54065,0.40315,correct
0.31827,0.07701,0.74178,0.4563,0.61861,0.32079,correct
-0.0742,-0.27478,0.53435,0.3823,0.46094,0.22426,incorrect
0.18866,0.06269,0.47128,0.37073,0.36037,0.26701,correct_but_incomplete
0.21456,-0.00482,0.551,0.37348,0.4282,0.20919,correct_but_incomplete
0.37096,0.18413,1.00003,0.12534,0.51155,0.12326,incorrect
-0.01391,-0.01391,0.60124,0.60124,0.46595,0.46595,contradictory
0.88671,0.36606,-0.00212,-0.08629,0.38602,0.1818,correct
0.01315,-0.0073,0.31297,0.20467,0.23103,0.14,correct
0.35742,0.14105,0.55517,0.41329,0.51345,0.30842,incorrect
0.05601,-0.00734,0.35775,0.24879,0.35247,0.23628,incorrect
0.21613,0.05786,0.74627,0.46697,0.73323,0.34711,contradictory
0.08049,0.02698,0.60435,0.41536,0.36588,0.2236,correct
0.06233,0.00445,0.64487,0.41966,0.45498,0.22128,correct
0.26599,0.03968,0.53894,0.43746,0.4563,0.33565,incorrect
0.16846,0.05202,0.45179,0.40499,0.34063,0.25373,correct_but_incomplete
0.10654,-0.00881,0.07251,-0.02991,0.0725,-0.00751,contradictory
0.4714,0.23618,0.77703,0.52118,0.57259,0.3572,incorrect
0.49859,0.21296,0.6942,0.59072,0.54286,0.45089,incorrect
0.21721,0.09133,0.82352,0.47641,0.2009,0.11576,correct
0.90035,0.23677,-0.05221,-0.08667,0.67483,0.18882,correct_but_incomplete
0.2399,0.04045,0.65531,0.23531,0.11444,0.0672,incorrect
0.31204,0.12279,0.56338,0.46957,0.43462,0.33353,correct
0.18844,-0.01834,0.69734,0.54637,0.68982,0.50282,incorrect
0.99739,0.20488,0.03752,-0.0248,0.99668,0.21545,correct
0.04224,0.02585,0.72042,0.59485,0.71997,0.55545,correct
0.03687,-0.02119,0.03099,0.00381,0.03235,-0.01008,correct
0.43936,0.08387,0.60392,0.37492,0.59752,0.3467,correct
0.03473,0.01222,0.6943,0.37681,0.60268,0.313,incorrect
0.10559,0.00449,0.10973,0.05589,0.08085,0.0155,incorrect
0.08914,-0.03692,0.69135,0.40478,0.63421,0.34222,correct_but_incomplete
0.3993,0.09286,0.74853,0.53151,0.52791,0.32036,correct_but_incomplete
0.57406,0.27176,0.58309,0.46805,0.48204,0.3347,correct_but_incomplete
0.65147,0.18794,0.08837,0.01135,0.29949,0.08755,correct
0.25119,-0.06312,0.72824,0.44377,0.63632,0.36802,incorrect
0.46913,0.46913,0.62562,0.62562,0.56894,0.56894,correct
0.07588,-0.00229,0.60513,0.37219,0.56205,0.19414,correct
0.095,0.0177,0.40771,0.1453,0.39548,0.17057,correct
0.11874,-0.13026,0.62534,0.46862,0.55306,0.37423,incorrect
0.03286,-0.03586,0.29461,0.20018,0.21044,0.12441,correct_but_incomplete
0.34267,0.08639,0.62185,0.49912,0.46341,0.21396,correct
0.65009,0.2755,0.70265,0.59554,0.61106,0.3088,correct
0.23133,0.23133,0.4336,0.4336,0.35396,0.35396,correct
0.08162,0.01626,0.12963,0.02629,0.08839,0.02345,correct
0.1707,-0.00602,0.11268,0.02719,0.16952,0.02444,correct
0.16979,0.03337,0.63035,0.37716,0.36503,0.25364,incorrect
0.08398,-0.04201,0.53687,0.36942,0.2756,0.1675,correct_but_incomplete
0.86337,0.29873,0.0212,-0.01144,0.31067,0.09861,correct
0.81408,0.30836,0.72178,0.61148,0.55862,0.44944,correct
0.46468,0.09077,0.72341,0.52518,0.71641,0.48521,incorrect
0.25577,0.12154,0.77398,0.55439,0.76295,0.48893,correct_but_incomplete
0.44465,0.18183,0.6876,0.42905,0.57486,0.29837,correct
0.35369,0.29706,0.73751,0.61658,0.32139,0.28506,correct_but_incomplete
0.78925,0.21379,0.7801,0.49998,0.59656,0.40081,contradictory
0.50443,0.21582,0.6754,0.49171,0.46191,0.32766,correct_but_incomplete
-0.02613,-0.17425,0.48756,0.33699,0.17728,0.07866,incorrect
0.30443,0.09744,0.57641,0.39935,0.53995,0.28112,incorrect
0.01263,-0.0461,0.74679,0.57815,0.70542,0.51952,correct
0.73109,0.27583,0.6936,0.44516,0.63963,0.3683,correct_but_incomplete
0.11528,-0.03793,0.6374,0.59425,0.59258,0.53088,incorrect
0.72802,0.26078,0.67772,0.50626,0.54281,0.35795,contradictory
0.17186,0.11807,0.58506,0.41778,0.45734,0.27944,correct
0.05246,0.02492,0.57292,0.5073,0.41466,0.32464,correct
0.14991,0.05359,0.57412,0.53585,0.40619,0.37796,correct
0.61192,0.4658,0.72588,0.4186,0.54737,0.3706,correct_but_incomplete
0.15804,0.0749,-0.02595,-0.06986,0.10505,-0.01689,contradictory
0.11055,0.00419,0.58669,0.3731,0.5833,0.27962,correct
0.56458,0.27034,0.72135,0.63175,0.67773,0.5014,correct
0.08464,-0.0078,0.67664,0.57512,0.64362,0.54648,correct_but_incomplete
0.16361,0.01329,0.37637,0.26974,0.3386,0.17516,correct
0.21792,0.00152,0.67895,0.47395,0.45621,0.26989,incorrect
0.61551,0.31694,0.5733,0.42573,0.58286,0.37005,correct
-0.28969,-0.28969,0.53909,0.53909,0.45256,0.45256,incorrect
0.0581,0.00856,0.66473,0.52562,0.40966,0.23228,correct_but_incomplete
0.18967,0.05995,0.75555,0.53288,0.31354,0.24101,correct
0.12132,0.00165,0.05621,-0.00871,0.01744,-0.01798,correct
0.27904,0.09689,0.59664,0.32359,0.33851,0.19823,correct_but_incomplete
0.14274,-0.13744,0.49644,0.35164,0.46364,0.18492,incorrect
0.3151,0.02703,0.55516,0.40632,0.43886,0.2604,incorrect
0.30334,0.13763,0.71919,0.4225,0.63336,0.37492,correct
0.20147,-0.1805,0.60571,0.34649,0.59564,0.29185,incorrect
0.26386,-0.03369,0.15757,-0.03807,0.07615,-0.03438,correct_but_incomplete
0.07117,-0.16808,0.70744,0.46933,0.16765,0.0065,correct
0.24412,0.12323,0.74502,0.49135,0.39614,0.2885,incorrect
0.02289,-0.00936,0.62983,0.35906,0.20439,0.11126,incorrect
0.29992,0.05497,0.57894,0.33733,0.573,0.26261,correct_but_incomplete
0.14507,0.06557,0.63463,0.53493,0.63401,0.51806,correct
-0.14929,-0.14929,0.60361,0.60361,0.43368,0.43368,contradictory
0.18349,0.01759,0.51963,0.49049,0.51357,0.37264,incorrect
-0.14178,-0.14178,0.31115,0.31115,0.26274,0.26274,correct_but_incomplete
0.67962,0.33152,0.50597,0.42151,0.45708,0.21694,correct
0.23425,0.16279,0.68223,0.52152,0.53325,0.38768,correct_but_incomplete
0.06716,0.02716,0.71643,0.26636,0.71605,0.24933,correct
0.15138,0.0345,0.33261,0.24519,0.24695,0.14667,correct
0.09768,0.02459,0.79517,0.5324,0.78983,0.4423,contradictory
0.08578,-0.02406,0.7291,0.4979,0.72641,0.40344,correct
0.12978,0.08712,0.39786,0.24717,0.36924,0.21916,incorrect
0.13257,-0.05083,0.58222,0.52315,0.48633,0.19133,incorrect
0.12921,0.08076,0.65591,0.48765,0.48755,0.35045,correct
0.13157,-0.01521,0.65487,0.4041,0.65166,0.29223,contradictory
0.36016,0.14135,0.79505,0.55312,0.38518,0.22069,incorrect
0.09757,-0.03191,0.76099,0.4912,0.72608,0.41458,incorrect
0.20719,0.03243,0.67205,0.43024,0.3969,0.23976,correct
0.28388,0.11429,0.46004,0.36074,0.43363,0.28898,correct_but_incomplete
-0.03096,-0.10723,0.00961,-0.00202,0.00507,-0.00636,incorrect
0.12113,-0.08684,0.6062,0.35492,0.43979,0.18373,correct_but_incomplete
0.37044,0.1479,0.75938,0.53056,0.50047,0.30028,correct_but_incomplete
0.00415,-0.01728,0.73273,0.66776,0.67822,0.54689,correct_but_incomplete
0.08504,0.00217,0.04708,-0.0146,0.04379,-0.00933,correct_but_incomplete
0.31802,0.31802,0.54211,0.54211,0.29103,0.29103,correct_but_incomplete
0.48271,0.29732,0.42452,0.30257,0.39812,0.27106,correct
-0.0069,-0.08657,0.65351,0.47474,0.64523,0.41164,correct
0.03884,-0.03332,0.6618,0.49045,0.65988,0.47246,correct
0.81834,0.38246,0.58021,0.36159,0.65843,0.46163,correct
-0.0055,-0.17968,0.67055,0.53274,0.42345,0.24116,incorrect
0.04792,-0.04916,0.71799,0.63398,0.68281,0.3977,correct_but_incomplete
0.05727,-0.00176,0.08861,0.02798,0.07217,0.02167,contradictory
0.05663,0.00965,-0.03548,-0.07877,-0.02057,-0.0478,correct_but_incomplete
0.06916,0.03113,0.06916,-0.02919,0.06913,-0.015,correct
0.11266,-0.04057,0.67263,0.53356,0.55163,0.41066,incorrect
-0.00878,-0.08888,0.59323,0.36059,0.5831,0.36987,incorrect
0.57814,0.33639,0.67113,0.47217,0.521,0.41505,correct_but_incomplete
0.21443,0.14406,0.51476,0.461,0.32713,0.24813,correct_but_incomplete
0.12642,0.05443,0.6108,0.419,0.32707,0.23802,correct
0.13528,-0.04893,0.56379,0.40241,0.37163,0.16387,correct
