DM_max_cosSim,DM_mean_cosSim,DBOW_max_cosSim,DBOW_mean_cosSim,DM_DBOW_max_cosSim,DM_DBOW_mean_cosSim,Annotation
0.12346,0.06398,0.5729,0.22483,0.12464,0.052,correct
0.27342,0.07344,0.65318,0.56203,0.29813,0.21419,correct
0.0352,-0.12229,0.597,0.41627,0.45957,0.2189,incorrect
0.26001,0.07883,0.39614,0.33808,0.33891,0.26909,correct_but_incomplete
0.25796,0.0248,0.77295,0.57793,0.55444,0.42868,correct_but_incomplete
0.43122,0.17783,1.00004,0.1642,0.55044,0.1294,incorrect
0.05288,0.05288,0.32104,0.32104,0.23961,0.23961,contradictory
0.90016,0.40327,0.77589,0.59779,0.54442,0.32767,correct
0.07278,0.02322,0.77374,0.43558,0.77157,0.41349,correct
0.29334,0.0742,0.77198,0.48819,0.41494,0.2905,incorrect
0.05009,-0.0331,0.75013,0.6832,0.59917,0.5316,incorrect
0.17694,0.06805,0.70277,0.31959,0.69245,0.22607,contradictory
0.06426,0.02854,0.59185,0.47125,0.59161,0.30568,correct
0.0747,-0.00312,0.57749,0.44394,0.49377,0.33985,correct
0.18225,0.06137,0.64158,0.46815,0.61273,0.41636,incorrect
0.05412,-0.01542,0.0339,-0.00459,0.02294,-0.01439,correct_but_incomplete
0.10021,0.03583,0.54956,0.41118,0.45777,0.31371,contradictory
0.51383,0.22765,0.62154,0.48789,0.52595,0.30885,incorrect
0.48729,0.23132,0.66005,0.5765,0.47868,0.46938,incorrect
0.23873,0.05096,0.67933,0.52943,0.34136,0.24566,correct
0.899,0.23817,0.3635,0.24002,0.08432,0.0271,correct_but_incomplete
0.21708,0.04131,0.64522,0.58263,0.55219,0.48227,incorrect
0.21729,0.10843,0.65502,0.52912,0.518,0.40133,correct
0.16792,-0.00808,0.60073,0.27204,0.31492,0.1303,incorrect
0.99754,0.21211,0.02386,-0.03172,0.73326,0.16939,correct
0.08958,-0.0184,0.0193,-0.01366,0.05562,0.00726,correct
0.01542,-0.00892,0.68745,0.4425,0.62061,0.29281,correct
0.21855,0.05348,0.70302,0.52032,0.68265,0.38605,correct
0.04212,-0.01804,0.58237,0.49808,0.47604,0.36999,incorrect
0.16505,0.01512,0.55631,0.36029,0.55141,0.35718,incorrect
0.11264,0.0082,0.66258,0.55354,0.58291,0.39283,correct_but_incomplete
0.27524,0.04425,0.60829,0.44149,0.48572,0.28433,correct_but_incomplete
0.55078,0.24968,0.64483,0.48794,0.60998,0.43547,correct_but_incomplete
0.66389,0.21936,0.01768,-0.02752,0.2283,0.0546,correct
0.20844,-0.08667,0.47346,0.4006,0.41976,0.35019,incorrect
0.51043,0.51043,0.66912,0.66912,0.44078,0.44078,correct
0.22919,0.09985,0.67971,0.43454,0.57189,0.36701,correct
-0.01355,-0.02018,0.62064,0.5937,0.60026,0.58089,correct
0.12678,-0.12494,0.66387,0.46718,0.60058,0.38281,incorrect
0.09678,0.01856,0.68802,0.27756,0.57257,0.19071,correct_but_incomplete
0.36457,0.0997,0.54134,0.45622,0.43869,0.27188,correct
0.69076,0.23354,0.77316,0.59682,0.63148,0.47236,correct
0.24449,0.24449,0.58317,0.58317,0.43532,0.43532,correct
0.18558,0.01134,0.72593,0.38911,0.72576,0.25341,correct
0.17711,0.00743,0.53669,0.45748,0.41272,0.33753,correct
0.20076,0.02558,0.67034,0.58664,0.50432,0.4173,incorrect
-0.01207,-0.11589,0.49843,0.41398,0.32139,0.24517,correct_but_incomplete
0.87201,0.28013,0.0615,0.01205,0.23443,0.09228,correct
0.79705,0.36215,0.77363,0.57163,0.56006,0.41547,correct
0.52084,0.12161,0.74427,0.41503,0.72474,0.34299,incorrect
0.19497,0.09569,0.34921,0.30671,0.25472,0.23116,correct_but_incomplete
0.45017,0.25052,0.63357,0.40974,0.57816,0.35933,correct
0.36029,0.24564,0.40995,0.38722,0.36585,0.36462,correct_but_incomplete
0.81495,0.18897,0.75843,0.51629,0.6108,0.39039,contradictory
0.5037,0.20711,0.63145,0.41139,0.5448,0.28887,correct_but_incomplete
-0.04642,-0.20973,0.76974,0.67586,0.52334,0.25485,incorrect
0.29406,0.04149,0.71879,0.58301,0.60988,0.42045,incorrect
0.07775,-0.00723,0.58297,0.52421,0.47019,0.41955,correct
0.66153,0.24653,0.62922,0.49502,0.628,0.36051,correct_but_incomplete
0.02723,-0.07675,0.71465,0.31293,0.68697,0.31386,incorrect
0.72032,0.2637,0.79587,0.63599,0.59662,0.37902,contradictory
0.237,0.16316,0.59591,0.43944,0.54149,0.36911,correct
0.07784,0.02143,0.69699,0.39897,0.62575,0.35626,correct
0.28227,0.15268,0.70578,0.3764,0.54625,0.29323,correct
0.59041,0.46067,0.04447,0.00712,0.33045,0.22364,correct_but_incomplete
0.12699,0.06793,0.06624,-0.04166,0.09837,0.02031,contradictory
0.0691,0.01032,0.66702,0.5832,0.57709,0.46045,correct
0.53971,0.37618,0.68867,0.58162,0.54155,0.45164,correct
-0.01625,-0.02111,0.70248,0.47069,0.58887,0.4422,correct_but_incomplete
0.19963,0.02329,0.58992,0.50226,0.54178,0.39424,correct
0.22692,-0.00187,0.47375,0.43703,0.33235,0.20856,incorrect
0.35352,0.12555,0.64076,0.53725,0.43653,0.34932,correct
-0.33106,-0.33106,0.41593,0.41593,0.23864,0.23864,incorrect
0.02042,-0.01496,0.51427,0.23932,0.06447,0.02892,correct_but_incomplete
0.15749,0.05613,0.71957,0.5913,0.57071,0.43772,correct
0.03783,0.00292,0.03809,0.01745,0.03301,0.00976,correct
0.37804,0.12136,0.75452,0.65964,0.42241,0.29795,correct_but_incomplete
-0.01542,-0.15734,0.7491,0.56603,0.6663,0.38708,incorrect
0.32832,0.00736,0.47677,0.34258,0.34718,0.19795,incorrect
0.35422,0.12893,0.80894,0.64266,0.73771,0.42944,correct
0.28559,-0.13219,0.45553,0.27464,0.45444,0.1998,incorrect
0.21124,-0.00902,0.66197,0.34971,0.65878,0.22871,correct_but_incomplete
0.08515,-0.17168,0.78186,0.60895,0.52099,0.30805,correct
0.2103,0.13064,0.60647,0.52343,0.60312,0.28349,incorrect
0.02375,-0.00226,0.04001,0.01501,0.02376,-0.00224,incorrect
0.40946,0.06627,0.67961,0.46274,0.58059,0.39233,correct_but_incomplete
0.15661,0.03878,0.66727,0.5244,0.66481,0.51948,correct
-0.20988,-0.20988,0.18042,0.18042,0.10479,0.10479,contradictory
0.09015,-0.01437,0.51213,0.45841,0.51035,0.40576,incorrect
-0.04422,-0.04422,0.69956,0.69956,0.69793,0.69793,correct_but_incomplete
0.68053,0.33058,0.61018,0.35038,0.46817,0.34996,correct
0.24581,0.16284,0.53097,0.31745,0.38873,0.2569,correct_but_incomplete
0.05188,0.02794,0.64975,0.59796,0.58379,0.41773,correct
0.0724,-0.02555,0.59001,0.45358,0.53446,0.41063,correct
0.13319,0.0484,0.73244,0.54245,0.73216,0.4387,contradictory
-0.01364,-0.05411,0.03211,0.01066,0.02118,-0.00127,correct
0.16415,0.09326,0.51677,0.23484,0.39507,0.1815,incorrect
0.08442,-0.09248,0.69813,0.60196,0.46562,0.27448,incorrect
0.13743,0.05586,0.55103,0.41254,0.37051,0.27939,correct
0.08424,-0.00822,0.68946,0.56708,0.5091,0.31518,contradictory
0.37713,0.18044,0.79056,0.52348,0.6089,0.42952,incorrect
0.14774,-0.04952,0.72411,0.47414,0.71022,0.38924,incorrect
0.22501,0.026,0.73182,0.60938,0.41815,0.33676,correct
0.40561,0.15748,0.48156,0.40313,0.42583,0.33318,correct_but_incomplete
0.05108,-0.0328,0.60646,0.26938,0.58102,0.27229,incorrect
0.09035,-0.05964,0.62038,0.34002,0.44753,0.19813,correct_but_incomplete
0.37868,0.14367,0.69462,0.4297,0.47799,0.28329,correct_but_incomplete
-0.01661,-0.02954,0.42332,0.2719,0.22156,0.20402,correct_but_incomplete
0.083,0.01162,0.00065,-0.04598,0.01552,-0.02407,correct_but_incomplete
0.29953,0.29953,0.42509,0.42509,0.2533,0.2533,correct_but_incomplete
0.53862,0.32676,0.54331,0.41885,0.52455,0.35084,correct
0.07873,-0.00902,0.76383,0.51083,0.74262,0.43238,correct
0.08755,-0.00457,-0.01114,-0.0348,-0.00052,-0.03074,correct
0.83049,0.38237,0.51677,0.26621,0.50732,0.41458,correct
-0.07683,-0.1902,0.63852,0.37503,0.45609,0.2043,incorrect
0.12573,0.0097,0.80557,0.6299,0.62651,0.37071,correct_but_incomplete
0.11567,0.00935,0.5818,0.2798,0.57762,0.22598,contradictory
0.04591,0.01823,0.22478,0.18344,0.17211,0.12301,correct_but_incomplete
-0.02258,-0.04224,0.04603,-0.00561,0.0288,0.00135,correct
0.0687,-0.04676,0.66426,0.57677,0.60327,0.44807,incorrect
0.11186,0.08824,0.79254,0.52488,0.33471,0.23754,incorrect
0.54352,0.32554,0.53702,0.34186,0.44473,0.35847,correct_but_incomplete
0.21915,0.13124,0.66565,0.51108,0.54326,0.3344,correct_but_incomplete
0.12204,0.05255,0.5573,0.42161,0.41208,0.28217,correct
0.16479,-0.04793,0.64561,0.35878,0.39175,0.19327,correct
